270	928
293	758
390	984
510	924
421	862
433	925
414	956
507	874
624	1013
646	1119
409	967
304	861
419	923
254	801
262	931
269	903
309	935
458	1006
306	889
400	885
220	830
221	875
229	889
368	911
346	864
284	1082
267	864
272	764
328	840
382	944
344	858
259	938
529	1093
561	1017
305	894
230	796
310	857
492	957
595	983
667	1172
681	990
791	1042
359	954
583	957
454	873
381	788
429	943
317	936
386	904
468	960
